"location","year","sex","total"
"Hungary",2008,"male",1910
"Hungary",2009,"female",559
"Hungary",2009,"male",1901
"Hungary",2010,"female",547
"Hungary",2010,"male",1942
"Hungary",2011,"female",574
"Hungary",2011,"male",1846
"Hungary",2012,"female",546
"Hungary",2012,"male",1803
"Hungary",2013,"female",505
"Hungary",2013,"male",1587
"Hungary",2014,"female",447
"Hungary",2014,"male",1478
"Hungary",2015,"female",479
"Hungary",2015,"male",1389
"Hungary",2016,"female",446
"Hungary",2016,"male",1315
"Iceland",1985,"female",7
"Iceland",1985,"male",25
"Iceland",1986,"female",12
"Iceland",1986,"male",25
"Iceland",1987,"female",14
"Iceland",1987,"male",22
"Iceland",1988,"female",5
"Iceland",1988,"male",30
"Iceland",1989,"female",6
"Iceland",1989,"male",16
"Iceland",1990,"female",5
"Iceland",1990,"male",35
"Iceland",1991,"female",8
"Iceland",1991,"male",29
"Iceland",1992,"female",5
"Iceland",1992,"male",23
"Iceland",1993,"female",7
"Iceland",1993,"male",19
"Iceland",1994,"female",4
"Iceland",1994,"male",21
"Iceland",1995,"female",5
"Iceland",1995,"male",22
"Iceland",1996,"female",5
"Iceland",1996,"male",28
"Iceland",1997,"female",7
"Iceland",1997,"male",26
"Iceland",1998,"female",7
"Iceland",1998,"male",23
"Iceland",1999,"female",7
"Iceland",1999,"male",24
"Iceland",2000,"female",8
"Iceland",2000,"male",42
"Iceland",2001,"female",8
"Iceland",2001,"male",28
"Iceland",2002,"female",10
"Iceland",2002,"male",20
"Iceland",2003,"female",6
"Iceland",2003,"male",20
"Iceland",2004,"female",9
"Iceland",2004,"male",26
"Iceland",2005,"female",9
"Iceland",2005,"male",24
"Iceland",2006,"female",10
"Iceland",2006,"male",22
"Iceland",2007,"female",7
"Iceland",2007,"male",30
"Iceland",2008,"female",11
"Iceland",2008,"male",27
"Iceland",2009,"female",7
"Iceland",2009,"male",29
"Iceland",2010,"female",10
"Iceland",2010,"male",36
"Iceland",2011,"female",5
"Iceland",2011,"male",22
"Iceland",2012,"female",11
"Iceland",2012,"male",26
"Iceland",2013,"female",14
"Iceland",2013,"male",35
"Iceland",2014,"female",11
"Iceland",2014,"male",33
"Iceland",2015,"female",11
"Iceland",2015,"male",29
"Iceland",2016,"female",4
"Iceland",2016,"male",36
"Ireland",1985,"female",60
"Ireland",1985,"male",216
"Ireland",1986,"female",67
"Ireland",1986,"male",215
"Ireland",1987,"female",60
"Ireland",1987,"male",185
"Ireland",1988,"female",71
"Ireland",1988,"male",195
"Ireland",1989,"female",65
"Ireland",1989,"male",213
"Ireland",1990,"female",83
"Ireland",1990,"male",251
"Ireland",1991,"female",63
"Ireland",1991,"male",282
"Ireland",1992,"female",58
"Ireland",1992,"male",304
"Ireland",1993,"female",67
"Ireland",1993,"male",259
"Ireland",1994,"female",90
"Ireland",1994,"male",304
"Ireland",1995,"female",83
"Ireland",1995,"male",320
"Ireland",1996,"female",63
"Ireland",1996,"male",345
"Ireland",1997,"female",90
"Ireland",1997,"male",376
"Ireland",1998,"female",73
"Ireland",1998,"male",425
"Ireland",1999,"female",82
"Ireland",1999,"male",342
"Ireland",2000,"female",82
"Ireland",2000,"male",381
"Ireland",2001,"female",79
"Ireland",2001,"male",409
"Ireland",2002,"female",81
"Ireland",2002,"male",368
"Ireland",2003,"female",96
"Ireland",2003,"male",358
"Ireland",2004,"female",74
"Ireland",2004,"male",390
"Ireland",2005,"female",88
"Ireland",2005,"male",363
"Ireland",2006,"female",80
"Ireland",2006,"male",372
"Ireland",2007,"female",96
"Ireland",2007,"male",362
"Ireland",2008,"female",120
"Ireland",2008,"male",386
"Ireland",2009,"female",105
"Ireland",2009,"male",422
"Ireland",2010,"female",100
"Ireland",2010,"male",386
"Ireland",2011,"female",96
"Ireland",2011,"male",458
"Ireland",2012,"female",96
"Ireland",2012,"male",446
"Ireland",2013,"female",96
"Ireland",2013,"male",391
"Ireland",2014,"female",87
"Ireland",2014,"male",399
"Israel",1985,"female",75
"Israel",1985,"male",159
"Israel",1986,"female",96
"Israel",1986,"male",182
"Israel",1987,"female",78
"Israel",1987,"male",193
"Israel",1988,"female",89
"Israel",1988,"male",214
"Israel",1989,"female",105
"Israel",1989,"male",248
"Israel",1990,"female",84
"Israel",1990,"male",220
"Israel",1991,"female",97
"Israel",1991,"male",262
"Israel",1992,"female",103
"Israel",1992,"male",278
"Israel",1993,"female",99
"Israel",1993,"male",272
"Israel",1994,"female",112
"Israel",1994,"male",304
"Israel",1995,"female",102
"Israel",1995,"male",258
"Israel",1996,"female",75
"Israel",1996,"male",231
"Israel",1997,"female",78
"Israel",1997,"male",301
"Israel",1998,"female",79
"Israel",1998,"male",239
"Israel",1999,"female",71
"Israel",1999,"male",297
"Israel",2000,"female",87
"Israel",2000,"male",307
"Israel",2001,"female",75
"Israel",2001,"male",323
"Israel",2002,"female",91
"Israel",2002,"male",291
"Israel",2003,"female",72
"Israel",2003,"male",345
"Israel",2004,"female",91
"Israel",2004,"male",320
"Israel",2005,"female",121
"Israel",2005,"male",304
"Israel",2006,"female",88
"Israel",2006,"male",279
"Israel",2007,"female",63
"Israel",2007,"male",263
"Israel",2008,"female",60
"Israel",2008,"male",294
"Israel",2009,"female",94
"Israel",2009,"male",310
"Israel",2010,"female",86
"Israel",2010,"male",394
"Israel",2011,"female",87
"Israel",2011,"male",322
"Israel",2012,"female",81
"Israel",2012,"male",349
"Israel",2013,"female",81
"Israel",2013,"male",291
"Israel",2014,"female",88
"Israel",2014,"male",294
"Israel",2015,"female",73
"Israel",2015,"male",269
"Italy",1985,"female",1388
"Italy",1985,"male",3371
"Italy",1986,"female",1398
"Italy",1986,"male",3293
"Italy",1987,"female",1253
"Italy",1987,"male",3263
"Italy",1988,"female",1286
"Italy",1988,"male",3095
"Italy",1989,"female",1218
"Italy",1989,"male",3124
"Italy",1990,"female",1221
"Italy",1990,"male",3181
"Italy",1991,"female",1247
"Italy",1991,"male",3206
"Italy",1992,"female",1204
"Italy",1992,"male",3339
"Italy",1993,"female",1181
"Italy",1993,"male",3516
"Italy",1994,"female",1125
"Italy",1994,"male",3411
"Italy",1995,"female",1139
"Italy",1995,"male",3430
"Italy",1996,"female",1231
"Italy",1996,"male",3458
"Italy",1997,"female",1147
"Italy",1997,"male",3547
"Italy",1998,"female",1056
"Italy",1998,"male",3448
"Italy",1999,"female",1010
"Italy",1999,"male",3105
"Italy",2000,"female",1046
"Italy",2000,"male",3062
"Italy",2001,"female",980
"Italy",2001,"male",3050
"Italy",2002,"female",924
"Italy",2002,"male",3145
"Italy",2003,"female",997
"Italy",2003,"male",3078
"Italy",2004,"female",940
"Italy",2004,"male",3046
"Italy",2005,"female",939
"Italy",2005,"male",2803
"Italy",2006,"female",859
"Italy",2006,"male",2841
"Italy",2007,"female",864
"Italy",2007,"male",2893
"Italy",2008,"female",907
"Italy",2008,"male",2997
"Italy",2009,"female",881
"Italy",2009,"male",3093
"Italy",2010,"female",861
"Italy",2010,"male",3128
"Italy",2011,"female",863
"Italy",2011,"male",3290
"Italy",2012,"female",933
"Italy",2012,"male",3324
"Italy",2013,"female",968
"Italy",2013,"male",3322
"Italy",2014,"female",932
"Italy",2014,"male",3215
"Italy",2015,"female",883
"Italy",2015,"male",3105
"Jamaica",1985,"female",2
"Jamaica",1985,"male",6
"Jamaica",1986,"female",0
"Jamaica",1986,"male",1
"Jamaica",1987,"female",3
"Jamaica",1987,"male",10
"Jamaica",1988,"female",2
"Jamaica",1988,"male",3
"Jamaica",1989,"female",0
"Jamaica",1989,"male",0
"Jamaica",1990,"female",0
"Jamaica",1990,"male",3
"Jamaica",1991,"female",0
"Jamaica",1991,"male",1
"Jamaica",2000,"female",0
"Jamaica",2000,"male",3
"Jamaica",2001,"female",1
"Jamaica",2001,"male",4
"Jamaica",2002,"female",0
"Jamaica",2002,"male",2
"Jamaica",2003,"female",1
"Jamaica",2003,"male",1
"Jamaica",2004,"female",0
"Jamaica",2004,"male",1
"Jamaica",2005,"female",8
"Jamaica",2005,"male",43
"Jamaica",2006,"female",0
"Jamaica",2006,"male",0
"Jamaica",2009,"female",3
"Jamaica",2009,"male",33
"Jamaica",2010,"female",0
"Jamaica",2010,"male",3
"Jamaica",2011,"female",6
"Jamaica",2011,"male",44
"Japan",1985,"female",8012
"Japan",1985,"male",15245
"Japan",1986,"female",9134
"Japan",1986,"male",16350
"Japan",1987,"female",8520
"Japan",1987,"male",15143
"Japan",1988,"female",8490
"Japan",1988,"male",14186
"Japan",1989,"female",8167
"Japan",1989,"male",12846
"Japan",1990,"female",7754
"Japan",1990,"male",12248
"Japan",1991,"female",7380
"Japan",1991,"male",12400
"Japan",1992,"female",7360
"Japan",1992,"male",13396
"Japan",1993,"female",6959
"Japan",1993,"male",13394
"Japan",1994,"female",6852
"Japan",1994,"male",13892
"Japan",1995,"female",7170
"Japan",1995,"male",14079
"Japan",1996,"female",7266
"Japan",1996,"male",14701
"Japan",1997,"female",7574
"Japan",1997,"male",15706
"Japan",1998,"female",9380
"Japan",1998,"male",22078
"Japan",1999,"female",8986
"Japan",1999,"male",22129
"Japan",2000,"female",8574
"Japan",2000,"male",21415
"Japan",2001,"female",8264
"Japan",2001,"male",20868
"Japan",2002,"female",8248
"Japan",2002,"male",21467
"Japan",2003,"female",8691
"Japan",2003,"male",23190
"Japan",2004,"female",8270
"Japan",2004,"male",21764
"Japan",2005,"female",8299
"Japan",2005,"male",22070
"Japan",2006,"female",8486
"Japan",2006,"male",21283
"Japan",2007,"female",8798
"Japan",2007,"male",21867
"Japan",2008,"female",8668
"Japan",2008,"male",21405
"Japan",2009,"female",8508
"Japan",2009,"male",22015
"Japan",2010,"female",8506
"Japan",2010,"male",20905
"Japan",2011,"female",8985
"Japan",2011,"male",19781
"Japan",2012,"female",7936
"Japan",2012,"male",18402
"Japan",2013,"female",7910
"Japan",2013,"male",18081
"Japan",2014,"female",7537
"Japan",2014,"male",16820
"Japan",2015,"female",6946
"Japan",2015,"male",16146
"Kazakhstan",1990,"female",779
"Kazakhstan",1990,"male",2393
"Kazakhstan",1991,"female",696
"Kazakhstan",1991,"male",2386
"Kazakhstan",1992,"female",785
"Kazakhstan",1992,"male",2571
"Kazakhstan",1993,"female",829
"Kazakhstan",1993,"male",3190
"Kazakhstan",1994,"female",780
"Kazakhstan",1994,"male",3244
"Kazakhstan",1995,"female",800
"Kazakhstan",1995,"male",3906
"Kazakhstan",1996,"female",777
"Kazakhstan",1996,"male",3996
"Kazakhstan",1997,"female",761
"Kazakhstan",1997,"male",3881
"Kazakhstan",1998,"female",729
"Kazakhstan",1998,"male",3584
"Kazakhstan",1999,"female",663
"Kazakhstan",1999,"male",3328
"Kazakhstan",2000,"female",746
"Kazakhstan",2000,"male",3682
"Kazakhstan",2001,"female",658
"Kazakhstan",2001,"male",3719
"Kazakhstan",2002,"female",678
"Kazakhstan",2002,"male",3562
"Kazakhstan",2003,"female",688
"Kazakhstan",2003,"male",3633
"Kazakhstan",2004,"female",692
"Kazakhstan",2004,"male",3702
"Kazakhstan",2005,"female",634
"Kazakhstan",2005,"male",3269
"Kazakhstan",2006,"female",675
"Kazakhstan",2006,"male",3401
"Kazakhstan",2007,"female",721
"Kazakhstan",2007,"male",3420
"Kazakhstan",2008,"female",767
"Kazakhstan",2008,"male",3230
"Kazakhstan",2009,"female",718
"Kazakhstan",2009,"male",3120
"Kazakhstan",2010,"female",645
"Kazakhstan",2010,"male",2964
"Kazakhstan",2011,"female",608
"Kazakhstan",2011,"male",2793
"Kazakhstan",2012,"female",563
"Kazakhstan",2012,"male",2677
"Kazakhstan",2013,"female",675
"Kazakhstan",2013,"male",2837
"Kazakhstan",2014,"female",563
"Kazakhstan",2014,"male",2556
"Kazakhstan",2015,"female",530
"Kazakhstan",2015,"male",2342
"Kiribati",1991,"female",2
"Kiribati",1991,"male",8
"Kiribati",1992,"female",1
"Kiribati",1992,"male",3
"Kiribati",1993,"female",2
"Kiribati",1993,"male",10
"Kiribati",1994,"female",2
"Kiribati",1994,"male",8
"Kiribati",1995,"female",0
"Kiribati",1995,"male",2
"Kiribati",1996,"female",3
"Kiribati",1996,"male",3
"Kiribati",1997,"female",0
"Kiribati",1997,"male",5
"Kiribati",1998,"female",0
"Kiribati",1998,"male",4
"Kiribati",1999,"female",0
"Kiribati",1999,"male",0
"Kiribati",2000,"female",0
"Kiribati",2000,"male",0
"Kiribati",2001,"female",0
"Kiribati",2001,"male",0
"Kuwait",1985,"female",3
"Kuwait",1985,"male",14
"Kuwait",1986,"female",4
"Kuwait",1986,"male",12
"Kuwait",1987,"female",5
"Kuwait",1987,"male",11
"Kuwait",1993,"female",6
"Kuwait",1993,"male",12
"Kuwait",1994,"female",12
"Kuwait",1994,"male",18
"Kuwait",1995,"female",5
"Kuwait",1995,"male",21
"Kuwait",1996,"female",11
"Kuwait",1996,"male",19
"Kuwait",1997,"female",17
"Kuwait",1997,"male",16
"Kuwait",1998,"female",15
"Kuwait",1998,"male",20
"Kuwait",1999,"female",13
"Kuwait",1999,"male",33
"Kuwait",2000,"female",14
"Kuwait",2000,"male",20
"Kuwait",2001,"female",5
"Kuwait",2001,"male",25
"Kuwait",2002,"female",11
"Kuwait",2002,"male",34
"Kuwait",2003,"female",14
"Kuwait",2003,"male",30
"Kuwait",2004,"female",17
"Kuwait",2004,"male",28
"Kuwait",2005,"female",11
"Kuwait",2005,"male",41
"Kuwait",2006,"female",11
"Kuwait",2006,"male",34
"Kuwait",2007,"female",14
"Kuwait",2007,"male",37
"Kuwait",2008,"female",14
"Kuwait",2008,"male",33
"Kuwait",2009,"female",21
"Kuwait",2009,"male",40
"Kuwait",2010,"female",13
"Kuwait",2010,"male",26
"Kuwait",2011,"female",15
"Kuwait",2011,"male",26
"Kuwait",2012,"female",19
"Kuwait",2012,"male",37
"Kuwait",2013,"female",13
"Kuwait",2013,"male",28
"Kuwait",2014,"female",18
"Kuwait",2014,"male",50
"Kyrgyzstan",1990,"female",147
"Kyrgyzstan",1990,"male",400
"Kyrgyzstan",1991,"female",133
"Kyrgyzstan",1991,"male",410
"Kyrgyzstan",1992,"female",106
"Kyrgyzstan",1992,"male",385
"Kyrgyzstan",1993,"female",121
"Kyrgyzstan",1993,"male",442
"Kyrgyzstan",1994,"female",88
"Kyrgyzstan",1994,"male",493
"Kyrgyzstan",1995,"female",138
"Kyrgyzstan",1995,"male",467
"Kyrgyzstan",1996,"female",88
"Kyrgyzstan",1996,"male",392
"Kyrgyzstan",1997,"female",87
"Kyrgyzstan",1997,"male",409
"Kyrgyzstan",1998,"female",88
"Kyrgyzstan",1998,"male",421
"Kyrgyzstan",1999,"female",99
"Kyrgyzstan",1999,"male",457
"Kyrgyzstan",2000,"female",96
"Kyrgyzstan",2000,"male",414
"Kyrgyzstan",2001,"female",77
"Kyrgyzstan",2001,"male",483
"Kyrgyzstan",2002,"female",100
"Kyrgyzstan",2002,"male",467
"Kyrgyzstan",2003,"female",82
"Kyrgyzstan",2003,"male",397
"Kyrgyzstan",2004,"female",75
"Kyrgyzstan",2004,"male",363
"Kyrgyzstan",2005,"female",84
"Kyrgyzstan",2005,"male",386
"Kyrgyzstan",2006,"female",97
"Kyrgyzstan",2006,"male",366
"Kyrgyzstan",2007,"female",116
"Kyrgyzstan",2007,"male",366
"Kyrgyzstan",2008,"female",94
"Kyrgyzstan",2008,"male",379
"Kyrgyzstan",2009,"female",96
"Kyrgyzstan",2009,"male",362
"Kyrgyzstan",2010,"female",105
"Kyrgyzstan",2010,"male",395
"Kyrgyzstan",2011,"female",108
"Kyrgyzstan",2011,"male",363
"Kyrgyzstan",2012,"female",122
"Kyrgyzstan",2012,"male",402
"Kyrgyzstan",2013,"female",97
"Kyrgyzstan",2013,"male",349
"Kyrgyzstan",2014,"female",103
"Kyrgyzstan",2014,"male",358
"Kyrgyzstan",2015,"female",90
"Kyrgyzstan",2015,"male",327
"Latvia",1995,"female",199
"Latvia",1995,"male",825
"Latvia",1996,"female",181
"Latvia",1996,"male",741
"Latvia",1997,"female",180
"Latvia",1997,"male",706
"Latvia",1998,"female",161
"Latvia",1998,"male",678
"Latvia",1999,"female",170
"Latvia",1999,"male",593
"Latvia",2000,"female",152
"Latvia",2000,"male",618
"Latvia",2001,"female",137
"Latvia",2001,"male",571
"Latvia",2002,"female",149
"Latvia",2002,"male",521
"Latvia",2003,"female",122
"Latvia",2003,"male",482
"Latvia",2004,"female",106
"Latvia",2004,"male",457
"Latvia",2005,"female",119
"Latvia",2005,"male",445
"Latvia",2006,"female",80
"Latvia",2006,"male",407
"Latvia",2007,"female",95
"Latvia",2007,"male",358
"Latvia",2008,"female",100
"Latvia",2008,"male",427
"Latvia",2009,"female",100
"Latvia",2009,"male",416
"Latvia",2010,"female",62
"Latvia",2010,"male",376
"Latvia",2011,"female",75
"Latvia",2011,"male",365
"Latvia",2012,"female",73
"Latvia",2012,"male",371
"Latvia",2013,"female",61
"Latvia",2013,"male",322
"Latvia",2014,"female",71
"Latvia",2014,"male",311
"Latvia",2015,"female",81
"Latvia",2015,"male",306
"Lithuania",1995,"female",306
"Lithuania",1995,"male",1388
"Lithuania",1996,"female",334
"Lithuania",1996,"male",1388
"Lithuania",1997,"female",284
"Lithuania",1997,"male",1348
"Lithuania",1998,"female",268
"Lithuania",1998,"male",1285
"Lithuania",1999,"female",265
"Lithuania",1999,"male",1285
"Lithuania",2000,"female",314
"Lithuania",2000,"male",1317
"Lithuania",2001,"female",278
"Lithuania",2001,"male",1255
"Lithuania",2002,"female",242
"Lithuania",2002,"male",1309
"Lithuania",2003,"female",256
"Lithuania",2003,"male",1199
"Lithuania",2004,"female",256
"Lithuania",2004,"male",1124
"Lithuania",2005,"female",235
"Lithuania",2005,"male",1084
"Lithuania",2006,"female",196
"Lithuania",2006,"male",853
"Lithuania",2007,"female",177
"Lithuania",2007,"male",848
"Lithuania",2008,"female",193
"Lithuania",2008,"male",918
"Lithuania",2009,"female",186
"Lithuania",2009,"male",952
"Lithuania",2010,"female",189
"Lithuania",2010,"male",829
"Lithuania",2011,"female",201
"Lithuania",2011,"male",817
"Lithuania",2012,"female",174
"Lithuania",2012,"male",753
"Lithuania",2013,"female",198
"Lithuania",2013,"male",887
"Lithuania",2014,"female",161
"Lithuania",2014,"male",769
"Lithuania",2015,"female",169
"Lithuania",2015,"male",727
"Lithuania",2016,"female",129
"Lithuania",2016,"male",693
"Luxembourg",1985,"female",16
"Luxembourg",1985,"male",39
"Luxembourg",1986,"female",14
"Luxembourg",1986,"male",37
"Luxembourg",1987,"female",29
"Luxembourg",1987,"male",45
"Luxembourg",1988,"female",17
"Luxembourg",1988,"male",52
"Luxembourg",1989,"female",19
"Luxembourg",1989,"male",54
"Luxembourg",1990,"female",21
"Luxembourg",1990,"male",47
"Luxembourg",1991,"female",23
"Luxembourg",1991,"male",54
"Luxembourg",1992,"female",30
"Luxembourg",1992,"male",29
"Luxembourg",1993,"female",16
"Luxembourg",1993,"male",48
"Luxembourg",1994,"female",13
"Luxembourg",1994,"male",61
"Luxembourg",1995,"female",18
"Luxembourg",1995,"male",45
"Luxembourg",1996,"female",19
"Luxembourg",1996,"male",53
"Luxembourg",1997,"female",21
"Luxembourg",1997,"male",60
"Luxembourg",1998,"female",16
"Luxembourg",1998,"male",48
"Luxembourg",1999,"female",21
"Luxembourg",1999,"male",49
"Luxembourg",2000,"female",15
"Luxembourg",2000,"male",47
"Luxembourg",2001,"female",23
"Luxembourg",2001,"male",50
"Luxembourg",2002,"female",22
"Luxembourg",2002,"male",63
"Luxembourg",2003,"female",8
"Luxembourg",2003,"male",40
"Luxembourg",2004,"female",17
"Luxembourg",2004,"male",45
"Luxembourg",2005,"female",10
"Luxembourg",2005,"male",39
"Luxembourg",2006,"female",18
"Luxembourg",2006,"male",47
"Luxembourg",2007,"female",25
"Luxembourg",2007,"male",53
"Luxembourg",2008,"female",8
"Luxembourg",2008,"male",35
"Luxembourg",2009,"female",12
"Luxembourg",2009,"male",36
"Luxembourg",2010,"female",11
"Luxembourg",2010,"male",43
"Luxembourg",2011,"female",18
"Luxembourg",2011,"male",37
"Luxembourg",2012,"female",12
"Luxembourg",2012,"male",39
"Luxembourg",2013,"female",16
"Luxembourg",2013,"male",24
"Luxembourg",2014,"female",15
"Luxembourg",2014,"male",52
"Luxembourg",2015,"female",19
"Luxembourg",2015,"male",45
"Macau",1994,"female",12
"Macau",1994,"male",15
"Maldives",2000,"female",0
"Maldives",2000,"male",0
"Maldives",2001,"female",1
"Maldives",2001,"male",2
"Maldives",2002,"female",1
"Maldives",2002,"male",2
"Maldives",2003,"female",1
"Maldives",2003,"male",3
"Maldives",2004,"female",1
"Maldives",2004,"male",0
"Maldives",2005,"female",0
"Maldives",2005,"male",1
"Maldives",2007,"female",2
"Maldives",2007,"male",3
"Maldives",2008,"female",0
"Maldives",2008,"male",0
"Maldives",2010,"female",0
"Maldives",2010,"male",1
"Maldives",2011,"female",0
"Maldives",2011,"male",2
"Malta",1985,"female",0
"Malta",1985,"male",2
"Malta",1986,"female",1
"Malta",1986,"male",0
"Malta",1987,"female",0
"Malta",1987,"male",1
"Malta",1988,"female",1
"Malta",1988,"male",8
"Malta",1989,"female",5
"Malta",1989,"male",18
"Malta",1990,"female",0
"Malta",1990,"male",8
"Malta",1991,"female",1
"Malta",1991,"male",9
"Malta",1992,"female",6
"Malta",1992,"male",12
"Malta",1993,"female",7
"Malta",1993,"male",9
"Malta",1994,"female",3
"Malta",1994,"male",12
"Malta",1995,"female",6
"Malta",1995,"male",11
"Malta",1996,"female",1
"Malta",1996,"male",9
"Malta",1997,"female",4
"Malta",1997,"male",11
"Malta",1998,"female",1
"Malta",1998,"male",11
"Malta",1999,"female",5
"Malta",1999,"male",22
"Malta",2000,"female",6
"Malta",2000,"male",17
"Malta",2001,"female",7
"Malta",2001,"male",23
"Malta",2002,"female",8
"Malta",2002,"male",11
"Malta",2003,"female",3
"Malta",2003,"male",17
"Malta",2004,"female",10
"Malta",2004,"male",14
"Malta",2005,"female",3
"Malta",2005,"male",16
"Malta",2006,"female",5
"Malta",2006,"male",21
"Malta",2007,"female",1
"Malta",2007,"male",25
"Malta",2008,"female",2
"Malta",2008,"male",12
"Malta",2009,"female",3
"Malta",2009,"male",33
"Malta",2010,"female",2
"Malta",2010,"male",29
"Malta",2011,"female",0
"Malta",2011,"male",20
"Malta",2012,"female",6
"Malta",2012,"male",19
"Malta",2013,"female",1
"Malta",2013,"male",21
"Malta",2014,"female",5
"Malta",2014,"male",27
"Malta",2015,"female",7
"Malta",2015,"male",27
"Mauritius",1985,"female",36
"Mauritius",1985,"male",68
"Mauritius",1986,"female",8
"Mauritius",1986,"male",20
"Mauritius",1987,"female",53
"Mauritius",1987,"male",87
"Mauritius",1988,"female",56
"Mauritius",1988,"male",111
"Mauritius",1989,"female",37
"Mauritius",1989,"male",107
"Mauritius",1990,"female",56
"Mauritius",1990,"male",91
"Mauritius",1991,"female",43
"Mauritius",1991,"male",94
"Mauritius",1992,"female",46
"Mauritius",1992,"male",100
"Mauritius",1993,"female",45
"Mauritius",1993,"male",93
"Mauritius",1994,"female",22
"Mauritius",1994,"male",107
"Mauritius",1995,"female",32
"Mauritius",1995,"male",115
"Mauritius",1996,"female",36
"Mauritius",1996,"male",117
"Mauritius",1997,"female",20
"Mauritius",1997,"male",102
"Mauritius",1998,"female",41
"Mauritius",1998,"male",114
"Mauritius",1999,"female",54
"Mauritius",1999,"male",120
"Mauritius",2000,"female",30
"Mauritius",2000,"male",107
"Mauritius",2001,"female",37
"Mauritius",2001,"male",76
"Mauritius",2002,"female",29
"Mauritius",2002,"male",102
"Mauritius",2003,"female",24
"Mauritius",2003,"male",64
"Mauritius",2004,"female",22
"Mauritius",2004,"male",75
"Mauritius",2005,"female",23
"Mauritius",2005,"male",79
"Mauritius",2006,"female",29
"Mauritius",2006,"male",89
"Mauritius",2007,"female",30
"Mauritius",2007,"male",97
"Mauritius",2008,"female",12
"Mauritius",2008,"male",72
"Mauritius",2009,"female",23
"Mauritius",2009,"male",92
"Mauritius",2010,"female",22
"Mauritius",2010,"male",76
"Mauritius",2011,"female",23
"Mauritius",2011,"male",95
"Mauritius",2012,"female",26
"Mauritius",2012,"male",89
"Mauritius",2013,"female",15
"Mauritius",2013,"male",83
"Mauritius",2014,"female",24
"Mauritius",2014,"male",96
"Mauritius",2015,"female",26
"Mauritius",2015,"male",78
"Mauritius",2016,"female",15
"Mauritius",2016,"male",83
"Mexico",1985,"female",265
"Mexico",1985,"male",1279
"Mexico",1986,"female",269
"Mexico",1986,"male",1445
"Mexico",1987,"female",285
"Mexico",1987,"male",1416
"Mexico",1988,"female",280
"Mexico",1988,"male",1423
"Mexico",1989,"female",285
"Mexico",1989,"male",1580
"Mexico",1990,"female",278
"Mexico",1990,"male",1648
"Mexico",1991,"female",314
"Mexico",1991,"male",1789
"Mexico",1992,"female",338
"Mexico",1992,"male",1899
"Mexico",1993,"female",331
"Mexico",1993,"male",2011
"Mexico",1994,"female",393
"Mexico",1994,"male",2195
"Mexico",1995,"female",443
"Mexico",1995,"male",2434
"Mexico",1996,"female",494
"Mexico",1996,"male",2514
"Mexico",1997,"female",539
"Mexico",1997,"male",2811
"Mexico",1998,"female",510
"Mexico",1998,"male",2802
"Mexico",1999,"female",508
"Mexico",1999,"male",2819
"Mexico",2000,"female",537
"Mexico",2000,"male",2919
"Mexico",2001,"female",672
"Mexico",2001,"male",3088
"Mexico",2002,"female",656
"Mexico",2002,"male",3170
"Mexico",2003,"female",694
"Mexico",2003,"male",3376
"Mexico",2004,"female",675
"Mexico",2004,"male",3381
"Mexico",2005,"female",730
"Mexico",2005,"male",3544
"Mexico",2006,"female",709
"Mexico",2006,"male",3521
"Mexico",2007,"female",762
"Mexico",2007,"male",3523
"Mexico",2008,"female",860
"Mexico",2008,"male",3782
"Mexico",2009,"female",966
"Mexico",2009,"male",4057
"Mexico",2010,"female",900
"Mexico",2010,"male",3958
"Mexico",2011,"female",1071
"Mexico",2011,"male",4487
"Mexico",2012,"female",1051
"Mexico",2012,"male",4330
"Mexico",2013,"female",1043
"Mexico",2013,"male",4668
"Mexico",2014,"female",1228
"Mexico",2014,"male",4950
"Mexico",2015,"female",1248
"Mexico",2015,"male",4986
"Mongolia",2016,"female",52
"Mongolia",2016,"male",371
"Montenegro",2000,"female",0
"Montenegro",2000,"male",0
"Montenegro",2001,"female",0
"Montenegro",2001,"male",0
"Montenegro",2002,"female",0
"Montenegro",2002,"male",0
"Montenegro",2003,"female",0
"Montenegro",2003,"male",0
"Montenegro",2004,"female",0
"Montenegro",2004,"male",0
"Montenegro",2005,"female",36
"Montenegro",2005,"male",82
"Montenegro",2006,"female",0
"Montenegro",2006,"male",0
"Montenegro",2007,"female",32
"Montenegro",2007,"male",89
"Montenegro",2008,"female",46
"Montenegro",2008,"male",80
"Montenegro",2009,"female",30
"Montenegro",2009,"male",77
"Netherlands",1985,"female",590
"Netherlands",1985,"male",1048
"Netherlands",1986,"female",606
"Netherlands",1986,"male",998
"Netherlands",1987,"female",621
"Netherlands",1987,"male",995
"Netherlands",1988,"female",558
"Netherlands",1988,"male",965
"Netherlands",1989,"female",567
"Netherlands",1989,"male",953
"Netherlands",1990,"female",541
"Netherlands",1990,"male",909
"Netherlands",1991,"female",578
"Netherlands",1991,"male",1033
"Netherlands",1992,"female",546
"Netherlands",1992,"male",1041
"Netherlands",1993,"female",535
"Netherlands",1993,"male",1020
"Netherlands",1994,"female",500
"Netherlands",1994,"male",1084
"Netherlands",1995,"female",511
"Netherlands",1995,"male",1000
"Netherlands",1996,"female",534
"Netherlands",1996,"male",1043
"Netherlands",1997,"female",530
"Netherlands",1997,"male",1042
"Netherlands",1998,"female",517
"Netherlands",1998,"male",1002
